run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
e300-lsh01_s1,4680999,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,1,300,300,92.45,91.78,99.34,0,node885,92,env,,0,17,21,23,91.847,7
p7-r18-lay-s1,4685317,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,87.18,87.18,91.63,0,node880,6,env,,0,15,,,74.329,0
zsw-l-r0_s1,4681686,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,1,100,100,88.21,88.12,93.9,0,node887,31,env,,0,35,93,,87.854,0
a0L-lsh01-1e4_s1,4680956,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.69,92.56,98.06,0,node887,31,env,,0,25,27,29,92.318,3
sc-ResNet18-add-s1,4683093,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.64,93.4,99.76,0,node886,31,env,,0,35,39,41,93.317,3
adg-A-r003_s1,4681169,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,91.68,91.34,99.8,0,node880,31,env,,0,18,23,32,91.224,59
h2-l-L0p01_s1,4680684,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.01,na,1,100,100,92.78,92.78,98.16,0,node886,31,env,,0,36,37,41,92.502,5
zsw-l-r05_s1,4681692,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,1,100,100,89.64,89.07,98.96,0,node886,31,env,,0,33,50,,89.121,17
rs-lay-3e5-s1,4700365,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,1,25,100,82.93,82.93,84.63,0,node884,,env,,0,,,,71.948,0
e300-lplain_s1,4680998,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,300,300,91.62,91.5,99.98,0,node885,93,env,,0,13,25,42,91.453,51
mx-add-r006-s1,4682879,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.63,93.47,99.77,0,node882,31,env,,0,35,38,41,93.396,2
a0L-lplain-1e6_s1,4680959,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.14,91.07,99.71,0,node881,31,env,,0,29,36,61,90.846,49
sc-ResNet18-layer-s1,4683092,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.14,90.93,99.71,0,node880,30,env,,0,29,36,54,90.84,54
a0L-lsh01-1e3_s1,4680952,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.4,92.08,98.19,0,node880,31,env,,0,18,20,22,92.08,7
ac-r008-s1,4687208,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.08,1,100,100,93.0,92.57,99.17,0,node868,35,env,,0,16,20,21,92.544,1
a0h-lsh01-1e4_s1,4680820,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.37,91.81,98.0,0,node851,78,env,,0,25,27,29,92.159,5
ac-r002-s1,4687206,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.02,1,100,100,92.67,92.52,98.23,0,node880,31,env,,0,17,20,22,92.204,5
h2-lam03_s1,4680784,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.3,na,1,100,100,92.44,92.3,97.79,0,node880,30,env,,0,35,37,41,92.191,4
dc-sg-a1e3-s1,4683410,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.65,92.19,98.92,0,node880,31,env,,0,18,20,22,92.137,2
zsw-l-r03_s1,4681690,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,1,100,100,89.99,89.39,99.24,0,node880,30,env,,0,34,48,,89.352,22
h2-lam01_s1,4680783,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.54,92.35,97.79,0,node881,31,env,,0,35,38,41,92.343,4
zsw-l-r1_s1,4681696,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,1,100,100,91.4,91.13,99.73,0,node887,31,env,,0,29,36,58,90.833,49
h2-l-L1p0_s1,4680686,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,1,100,100,92.57,92.22,97.72,0,node886,30,env,,0,35,37,41,92.221,6
m1a3-r02-s1,4683578,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,1,100,100,92.38,92.23,99.8,0,node886,31,env,,0,15,18,21,92.101,11
zsw-l-r01_s1,4681688,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,1,100,100,89.83,89.7,98.69,0,node887,31,env,,0,32,50,,89.432,24
h2-lam003_s1,4680782,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.03,na,1,100,100,92.62,92.2,97.9,0,node881,30,env,,0,35,37,41,92.227,6
m1a3-r0-s1,4683569,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,1,100,100,92.59,92.32,98.0,0,node882,31,env,,0,17,21,23,92.196,6
m1a3-r003-s1,4683572,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,1,100,100,92.78,92.29,98.34,0,node851,73,env,,0,17,20,22,92.329,4
e3a-lsh01_s1,4681652,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,300,300,92.76,91.88,99.33,0,node886,93,env,,0,36,37,41,91.812,6
hs-l-lam01_s1,4680592,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,shrink,0.1,na,1,100,100,92.5,92.15,97.89,0,node885,31,inferred,,0,35,37,41,92.245,4
e3a-r005_s1,4681643,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,1,300,300,93.45,92.94,99.82,0,node887,92,env,,0,35,38,41,92.941,2
h2-l-L0p5_s1,4680685,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.5,na,1,100,100,92.63,92.2,97.76,0,node886,31,env,,0,35,38,41,92.285,6
h2-lam003_s2,4680787,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.03,na,2,100,100,92.64,92.48,97.95,0,node886,31,env,,0,37,38,41,92.323,5
h2-l-L0p001_s2,4680690,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.001,na,2,100,100,92.43,92.43,99.93,0,node887,31,env,,0,33,41,49,92.205,20
h2A-l-L0p1_s2,4680695,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.14,92.07,98.05,0,node886,31,env,,0,15,16,19,91.822,17
h2-l-L1p0_s2,4680693,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,2,100,100,92.35,92.35,97.84,0,node887,31,env,,0,36,39,41,91.963,9
h2-l-L0p1_s2,4680697,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.64,92.51,97.8,0,node887,31,env,,0,35,39,41,92.361,5
h2-lam01_s2,4680788,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.42,92.28,97.79,0,node880,30,env,,0,36,38,41,92.209,5
mx-add-r004-s2,4682870,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,2,100,100,93.06,92.9,99.24,0,node880,30,env,,0,37,39,41,92.819,2
m1a3-r0-s2,4683570,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,2,100,100,92.56,92.43,98.14,0,node886,31,env,,0,18,21,25,92.198,5
g1_sgdm_layer_s2,4679159,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,2,100,100,91.27,90.95,99.57,0,node870,43,inferred,,0,28,35,58,90.829,53
m1a3-r01-s2,4683576,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,2,100,100,92.69,92.63,99.43,0,node885,30,env,,0,17,19,21,92.534,3
h2-base_s2,4680790,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.09,90.61,99.64,0,node881,31,env,,0,28,35,57,90.687,52
dc-sg-a1e3-s2,4683415,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,92.71,91.76,98.87,0,node881,31,env,,0,17,19,22,92.116,4
sc-ResNet18-add-s2,4683097,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.51,93.05,99.71,0,node883,30,env,,0,36,40,41,93.161,4
ac-r004-s2,4687211,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.04,2,100,100,92.56,92.07,98.37,0,node859,71,env,,0,17,19,22,92.13,4
ac-r005-s2,4687184,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.05,2,100,100,92.6,91.91,98.56,0,node883,30,env,,0,18,19,22,92.223,6
dc-sg-a1e4-s2,4683416,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.1,92.77,99.49,0,node885,30,env,,0,26,27,29,92.756,1
sc-ResNet18-layer-s2,4683096,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.98,90.79,99.72,0,node881,31,env,,0,28,36,58,90.641,54
mx_sig_layerwise_s2,4682861,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.34,90.9,99.62,0,node858,72,env,,0,29,35,52,90.934,45
ac-r03-s2,4687194,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.3,2,100,100,92.04,91.76,99.87,0,node881,31,env,,0,15,19,27,91.797,32
h2-lam03_s2,4680789,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.3,na,2,100,100,92.32,92.19,97.82,0,node880,30,env,,0,36,38,41,92.075,7
zsw-l-r01_s2,4681700,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,2,100,100,90.24,90.24,98.92,0,node880,30,env,,0,34,52,98,89.65,30
h2-l-L0p01_s2,4680691,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.01,na,2,100,100,92.9,92.9,98.07,0,node880,30,env,,0,37,38,41,92.604,5
adg-A-r003_s2,4681173,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,2,100,100,91.79,91.57,99.79,0,node881,31,env,,0,16,24,33,91.441,48
adg-A-r01_s2,4681174,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,91.26,90.83,99.71,0,node881,31,env,,0,15,33,51,90.836,54
h2-l-L0p5_s2,4680692,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.5,na,2,100,100,92.36,92.26,97.8,0,node881,31,env,,0,37,38,42,92.049,9
zsw-l-r0_s2,4681698,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,2,100,100,88.1,88.1,93.89,0,node887,31,env,,0,38,99,,87.766,0
ac-r1-s2,4687199,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,2,100,100,91.51,91.38,99.91,0,node886,30,env,,0,15,24,35,91.173,48
p7-r18-lay-s2,4685321,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,87.21,85.51,91.48,0,node880,6,env,,0,14,,,74.08,0
zsw-l-r05_s2,4681704,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,2,100,100,89.76,89.71,99.05,0,node881,31,env,,0,32,49,,89.326,25
zsw-l-r03_s2,4681702,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,2,100,100,90.33,90.07,99.24,0,node880,31,env,,0,32,53,92,89.761,30
g3_sgdmAdam_layer_s2,4679444,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,2,100,100,90.53,90.12,99.74,0,node881,31,inferred,,0,16,24,66,90.152,62
ac-r008-s2,4687212,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.08,2,100,100,92.6,92.13,99.26,0,node887,31,env,,0,19,19,21,92.192,5
ac-r007-s2,4687187,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,2,100,100,92.47,92.06,99.08,0,node887,31,env,,0,17,20,22,92.062,4
zsw-l-r07_s2,4681706,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,2,100,100,89.67,89.1,99.05,0,node885,31,env,,0,32,53,,89.164,20
mx-add-r005-s2,4682875,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,2,100,100,93.21,92.86,99.53,0,node887,31,env,,0,36,38,42,92.803,4
ac-r015-s2,4687213,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.15,2,100,100,92.35,91.74,99.61,0,node881,31,env,,0,16,18,21,92.104,4
d4_clipL_s2,4679611,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,,na,na,2,100,100,91.18,90.61,99.57,0,node880,31,inferred,,0,28,36,59,90.839,48
ac-r002-s2,4687210,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.02,2,100,100,92.39,92.13,98.23,0,node883,30,env,,0,18,20,24,91.993,4
m1a3-r04-s2,4683582,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.4,2,100,100,91.69,91.62,99.87,0,node858,72,env,,0,14,21,34,91.501,41
mx-add-r006-s2,4682880,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.34,93.28,99.7,0,node880,30,env,,0,34,38,42,93.131,4
h2A-l-plain_s2,4680696,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.55,90.34,99.73,0,node881,31,env,,0,15,27,67,90.25,62
m1a3-r02-s2,4683579,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,2,100,100,92.17,92.15,99.86,0,node886,30,env,,0,15,18,22,91.936,15
zsw-l-r1_s2,4681708,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,2,100,100,91.48,91.27,99.62,0,node887,31,env,,0,29,35,57,91.186,36
m1a3-r003-s2,4683573,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,2,100,100,92.41,91.86,98.27,0,node887,31,env,,0,18,20,23,92.058,5
dc-sg-a1e3-s3,4683420,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.76,91.89,98.92,0,node880,30,env,,0,17,20,23,92.369,4
ac-r003-s3,4687182,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,3,100,100,92.53,91.79,98.14,0,node873,31,env,,0,17,20,23,92.078,5
ac-r008-s3,4687216,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.08,3,100,100,92.62,92.0,99.3,0,node883,30,env,,0,17,20,21,92.099,4
ac-r005-s3,4687185,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.05,3,100,100,92.36,92.16,98.63,0,node881,31,env,,0,17,20,21,91.991,5
ac-r007-s3,4687188,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,3,100,100,92.46,92.14,98.92,0,node885,31,env,,0,17,20,23,92.027,5
p7-r18-lay-s3,4685654,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,20,20,86.72,86.72,90.76,0,node881,6,env,,0,16,,,74.117,0
ac-r015-s3,4687217,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.15,3,100,100,92.63,92.26,99.69,0,node885,30,env,,0,16,18,21,92.247,5
ac-r002-s3,4687214,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.02,3,100,100,92.29,91.74,98.11,0,node887,31,env,,0,18,20,23,91.928,7
mx-add-r006-s3,4682881,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,3,100,100,93.43,93.15,99.77,0,node885,31,env,,0,36,39,42,93.073,4
mx-add-r005-s3,4682876,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,3,100,100,93.3,92.94,99.62,0,node881,30,env,,0,36,39,43,92.892,4
ac-r004-s3,4687215,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.04,3,100,100,92.5,91.99,98.45,0,node887,31,env,,0,18,20,23,91.981,8
ac-r1-s3,4687200,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,3,100,100,91.61,91.06,99.91,0,node873,31,env,,0,16,24,42,91.338,42
ac-r01-s3,4687190,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,3,100,100,92.6,92.39,99.49,0,node873,31,env,,0,17,20,23,92.312,3
ac-r0-s3,4687180,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,3,100,100,92.43,92.19,98.15,0,node873,31,env,,0,18,22,24,92.174,6
dc-sg-a1e4-s3,4683421,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.91,92.6,99.56,0,node882,31,env,,0,25,26,29,92.573,2
mx-add-r004-s3,4682871,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,3,100,100,93.02,92.8,99.34,0,node886,31,env,,0,38,39,42,92.73,3
ac-r04-s3,4687197,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.4,3,100,100,91.58,91.2,99.88,0,node885,31,env,,0,15,21,41,91.229,45
ac-r03-s3,4687195,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.3,3,100,100,91.83,91.75,99.88,0,node887,31,env,,0,14,18,33,91.51,34
ac-r02-s3,4687192,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,3,100,100,92.1,91.82,99.84,0,node881,30,env,,0,16,20,23,91.823,20
ac-r1-s4,4687201,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,4,100,100,91.2,90.89,99.89,0,node881,30,env,,0,15,24,44,90.87,62
ac-r007-s4,4687189,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,4,100,100,92.53,92.36,98.88,0,node880,31,env,,0,18,19,22,92.167,4
p7-r18-lay-s4,4685657,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,20,20,86.92,86.59,91.29,0,node883,6,env,,0,15,,,74.267,0
ac-r04-s4,4687198,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.4,4,100,100,91.42,91.09,99.9,0,node880,31,env,,0,13,22,42,91.189,54
ac-r004-s4,4687219,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.04,4,100,100,92.5,92.1,98.16,0,node883,30,env,,0,19,19,22,91.981,7
ac-r002-s4,4687218,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.02,4,100,100,92.68,92.42,98.07,0,node883,31,env,,0,18,20,23,92.156,6
ac-r03-s4,4687196,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.3,4,100,100,91.65,90.89,99.89,0,node868,35,env,,0,15,22,34,91.242,46
dc-sg-a1e3-s4,4683425,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,4,100,100,92.59,92.23,98.64,0,node882,31,env,,0,18,19,21,92.182,4
ac-r0-s4,4687181,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,4,100,100,92.5,92.2,98.03,0,node868,35,env,,0,18,20,26,92.232,8
mx-add-r006-s4,4682882,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,4,100,100,93.4,93.34,99.78,0,node887,31,env,,0,35,39,45,93.219,5
ac-r02-s4,4687193,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,4,100,100,92.16,91.82,99.81,0,node880,30,env,,0,15,18,25,91.856,17
ac-r008-s4,4687220,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.08,4,100,100,92.56,91.92,99.18,0,node885,31,env,,0,17,19,21,92.028,4
ac-r005-s4,4687186,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.05,4,100,100,92.76,92.65,98.44,0,node880,30,env,,0,18,19,22,92.312,4
dc-sg-a1e4-s4,4683426,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,4,100,100,93.05,92.85,99.38,0,node880,30,env,,0,23,27,29,92.785,2
mx-add-r004-s4,4682872,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,4,100,100,93.13,92.65,99.35,0,node883,31,env,,0,36,41,43,92.764,3
